1591119184,4,3,12
1591119784,4,3,12
1591120384,4,3,12
1591120984,4,3,12
1591121585,4,3,12
1591122185,4,3,12
1591122785,3,4,12
1591123385,3,5,11
1591123985,3,5,11
1591124586,3,5,11
1591125186,5,3,11
1591125786,6,2,11
1591126386,6,2,11
1591126986,5,3,11
1591127586,5,2,12
1591128186,6,2,11
1591128787,6,2,11
1591129387,6,2,11
1591129987,6,2,11
1591130587,6,2,11
1591131188,7,1,11
1591131788,7,1,11
1591132388,6,1,12
1591132988,6,0,13
1591133589,6,0,13
1591134189,6,0,13
1591134789,5,0,14
1591135140,4,0,15
1591135743,5,0,14
1591136344,5,0,14
1591136944,5,0,14
1591137544,5,1,13
1591138144,5,1,13
1591138744,5,1,13
1591139345,5,1,13
1591139945,5,1,13
1591140545,3,1,15
1591141145,3,1,15
1591141745,2,1,16
1591142345,2,1,16
1591142945,2,1,16
1591143546,2,1,16
1591144146,2,1,16
1591144746,2,1,16
1591145346,2,1,16
1591145946,2,1,16
1591146546,2,1,16
1591147146,2,1,16
1591147746,2,1,16
1591148347,2,1,16
1591148947,2,1,16
1591149547,2,1,16
1591150147,3,1,15
1591150747,3,1,15
1591151347,2,1,16
1591151947,2,1,16
1591152547,2,1,16
1591153148,2,1,16
1591153748,2,1,16
1591154348,2,1,16
1591154948,2,1,16
1591155548,2,1,16
1591156148,2,1,16
1591156748,2,1,16
1591157349,2,1,16
1591157949,2,1,16
1591158549,2,1,16
1591159149,2,1,16
1591159749,2,1,16
1591160349,2,1,16
1591160949,2,1,16
1591161549,2,1,16
1591162149,2,1,16
1591162750,2,1,16
1591163350,2,1,16
1591163950,2,1,16
1591164550,2,1,16
1591165150,2,1,16
1591165750,2,1,16
1591166350,2,1,16
1591166950,2,1,16
1591167551,2,1,16
1591168151,2,1,16
1591168751,3,0,16
1591169351,3,0,16
1591169951,3,0,16
1591170552,4,0,15
1591171152,5,0,14
1591171752,5,0,14
1591172352,6,0,13
1591172953,6,0,13
1591173553,5,0,14
1591174153,6,0,13
1591174753,5,1,13
1591175353,5,1,13
1591175954,4,2,13
1591176554,5,1,13
1591177154,6,0,13
1591177754,7,0,12
1591178354,7,1,11
1591178954,7,1,11
1591179555,7,1,11
1591180155,8,0,11
1591180755,7,1,11
1591181355,6,2,11
1591181956,5,3,11
1591182556,7,1,11
1591183156,8,0,11
1591183756,9,0,10
1591184356,7,2,10
1591184957,8,1,10
1591185557,8,1,10
1591186157,8,1,10
1591186757,8,1,10
1591187357,8,1,10
1591187957,8,1,10
1591188557,8,1,10
1591650790,3,0,0
1591651089,3,0,0
1591651304,3,0,0
1591651423,3,0,0
1591651661,3,0,0
1591651695,3,0,0
1591651725,3,0,0
1591651838,3,0,0
1591651874,3,0,0
1591652049,3,0,0
1591652151,3,0,0
1591652161,3,0,0
1591652507,3,0,0
1591652830,3,0,0
1591652855,3,0,0
1591653063,3,0,0
1591653086,3,0,0
1591653106,3,0,0
1591653125,3,0,0
1591653177,3,0,0
1591653189,3,0,0
1591653303,3,0,0
1591653327,3,0,0
1591653374,3,0,0
1591653384,3,0,0
1591694360,3,0,0
1591694396,3,0,0
1591694598,3,0,0
1591694644,3,0,0
1591694791,3,0,0
1591694838,3,0,0
1591694894,3,0,0
1591694934,3,0,0
1591694951,3,0,0
1591694995,3,0,0
1591695040,3,0,0
1591695248,3,0,0
1591695276,3,0,0
1591695376,3,0,0
1591695876,3,0,0
1591695962,3,0,0
1591695984,3,0,0
1591696012,3,0,0
1591696029,3,0,0
1591696101,3,0,0
1591696170,3,0,0
1591696358,3,0,0
1591696565,3,0,0
1591696958,3,0,0
1591697141,3,0,0
1591697165,3,0,0
1591697394,3,0,0
1591697489,3,0,0
1591697792,3,0,0
1591697870,3,0,0
1591697929,3,0,0
1591698530,3,0,0
1591699130,2,0,1
1591699730,3,0,0
1591702610,3,0,0
1591702777,3,0,0
1591702808,3,0,0
1591702823,3,0,0
1591702871,3,0,0
1591702900,3,0,0
1591702949,3,0,0
1591702961,3,0,0
1591703282,2,0,0
1591703304,2,0,0
1591703327,2,0,0
1591703396,2,0,0
1591703642,2,0,0
